registroDate1;registrotime1;registroFloat1;registroFloat2
28102017;14:00:00;54.845.391.666.667;405598.75
28102017;14:05:00;55.610.783.333.333;41.674.308.333.333
28102017;14:10:00;552055.75;411477.25
28102017;14:15:00;54.135.979.166.667;39.814.683.333.333
28102017;14:20:00;54.751.479.166.667;408.372.875
28102017;14:25:00;53.055.520.833.333;38.960.866.666.667
28102017;14:30:00;530925;391958.25
28102017;14:35:00;524854.25;384.552.375
28102017;14:40:00;524.634.625;38.803.370.833.333
28102017;14:45:00;48.345.145.833.333;38.821.616.666.667
28102017;14:50:00;512354.25;37.313.854.166.667
28102017;14:55:00;51.246.845.833.333;366406
28102017;15:00:00;51.316.341.666.667;36.746.345.833.333
28102017;15:05:00;51.053.470.833.333;36.538.829.166.667
28102017;15:10:00;51.298.858.333.333;37.536.270.833.333
28102017;15:15:00;51.322.166.666.667;37.245.754.166.667
28102017;15:20:00;479.107.625;38.147.691.666.667
28102017;15:25:00;51.347.854.166.667;380525.75
28102017;15:30:00;50.045.708.333.333;362517
28102017;15:35:00;50.668.654.166.667;36.432.345.833.333
28102017;15:40:00;51.249.458.333.333;374200.25
28102017;15:45:00;539767.25;40.080.145.833.333
28102017;15:50:00;538750;399.540.625
28102017;15:55:00;53.782.166.666.667;39.956.679.166.667
28102017;16:00:00;54.721.495.833.333;40.707.766.666.667
28102017;16:05:00;57.067.516.666.667;43.117.066.666.667
28102017;16:10:00;57.125.541.666.667;43.453.745.833.333
28102017;16:15:00;55.252.945.833.333;417392.25
28102017;16:20:00;559.545.125;41.729.420.833.333
28102017;16:25:00;64.966.483.333.333;47.829.983.333.333
28102017;16:30:00;65.364.416.666.667;479106.5
28102017;16:35:00;70.196.358.333.333;53.293.608.333.333
28102017;16:40:00;67.583.270.833.333;55.269.158.333.333
28102017;16:45:00;69.712.108.333.333;52.933.533.333.333
28102017;16:50:00;639600;51.362.483.333.333
28102017;16:55:00;67.274.233.333.333;500.907.375
28102017;17:00:00;67.160.870.833.333;50.149.954.166.667
28102017;17:05:00;605.033.125;47.246.158.333.333
28102017;17:10:00;65.516.508.333.333;48.428.383.333.333
28102017;17:15:00;65.347.270.833.333;478617.25
28102017;17:20:00;64.669.320.833.333;47.398.770.833.333
28102017;17:25:00;67.151.120.833.333;49.696.045.833.333
28102017;17:30:00;67.755.183.333.333;502790.75
28102017;17:35:00;59.771.016.666.667;44.897.579.166.667
28102017;17:40:00;59.192.704.166.667;45.446.708.333.333
28102017;17:45:00;62.283.995.833.333;483769.75
28102017;17:50:00;62.194.766.666.667;48.512.570.833.333
28102017;17:55:00;62.072.145.833.333;48.102.083.333.333
28102017;18:00:00;59.422.233.333.333;451.052.125
28102017;18:05:00;59.995.058.333.333;455102.25
28102017;18:10:00;58.340.454.166.667;44.170.645.833.333
28102017;18:15:00;58.075.066.666.667;43.717.495.833.333
28102017;18:20:00;593408.25;451.249.875
28102017;18:25:00;628.745.375;48.860.958.333.333
28102017;18:30:00;62.954.391.666.667;490748
28102017;18:35:00;63.203.241.666.667;49.297.804.166.667
28102017;18:40:00;616652;48.126.529.166.667
28102017;18:45:00;61.647.779.166.667;477.694.375
28102017;18:50:00;61.898.170.833.333;47.720.129.166.667
28102017;18:55:00;61.186.129.166.667;47.070.608.333.333
28102017;19:00:00;60.079.629.166.667;46.007.904.166.667
28102017;19:05:00;58.475.941.666.667;455272.25
28102017;19:10:00;59.704.083.333.333;46.278.379.166.667
28102017;19:15:00;59.491.841.666.667;45.700.783.333.333
28102017;19:20:00;59.212.120.833.333;44.755.429.166.667
28102017;19:25:00;611852.25;47.083.204.166.667
28102017;19:30:00;61.233.895.833.333;46.925.883.333.333
28102017;19:35:00;60.480.429.166.667;46.162.533.333.333
28102017;19:40:00;608635.5;46.673.841.666.667
28102017;19:45:00;62.091.758.333.333;477097
28102017;19:50:00;602.705.875;458462.75
28102017;19:55:00;61.170.854.166.667;467.725.625
28102017;20:00:00;59.802.604.166.667;45.592.108.333.333
28102017;20:05:00;59.883.079.166.667;454604.25
28102017;20:10:00;60.287.120.833.333;46.072.095.833.333
28102017;20:15:00;597.692.875;454132.75
28102017;20:20:00;59.887.141.666.667;45.405.229.166.667
28102017;20:25:00;590.224.625;44.659.095.833.333
28102017;20:30:00;57.233.495.833.333;428.956.125
28102017;20:35:00;57.927.995.833.333;43.750.783.333.333
28102017;20:40:00;57.592.666.666.667;43.499.158.333.333
28102017;20:45:00;57.241.779.166.667;43.191.945.833.333
28102017;20:50:00;555217.5;41.787.458.333.333
28102017;20:55:00;556515.25;416416.25
28102017;21:00:00;570.756.375;42.933.770.833.333
28102017;21:05:00;59.857.404.166.667;457.309.875
28102017;21:10:00;598.422.375;46.008.766.666.667
28102017;21:15:00;59.563.804.166.667;45.444.616.666.667
28102017;21:20:00;58.652.358.333.333;441.427.875
28102017;21:25:00;58.586.554.166.667;44.195.120.833.333
28102017;21:30:00;59.742.820.833.333;453402.5
28102017;21:35:00;55.933.370.833.333;424398.25
28102017;21:40:00;544.521.875;42.152.095.833.333
28102017;21:45:00;54.237.816.666.667;41.677.058.333.333
28102017;21:50:00;538266.75;41.471.679.166.667
28102017;21:55:00;52.464.716.666.667;39.876.258.333.333
28102017;22:00:00;50.391.920.833.333;37.753.629.166.667
28102017;22:05:00;511673.5;38.333.004.166.667
28102017;22:10:00;508.246.625;38.586.195.833.333
28102017;22:15:00;50.175.458.333.333;376638
28102017;22:20:00;48.487.516.666.667;363.942.875
28102017;22:25:00;47.936.179.166.667;358944.75
28102017;22:30:00;48.616.141.666.667;36.483.416.666.667
28102017;22:35:00;477.445.125;35.944.016.666.667
28102017;22:40:00;481570;366.848.875
28102017;22:45:00;48.041.854.166.667;35.929.145.833.333
28102017;22:50:00;506750.75;38.436.879.166.667
28102017;22:55:00;50.278.333.333.333;37.637.845.833.333
28102017;23:00:00;492.409.875;367.453.625
28102017;23:05:00;46.384.758.333.333;3.437.080.625
28102017;23:10:00;458058.75;33.838.183.333.333
28102017;23:15:00;456114.75;3.339.423.125
28102017;23:20:00;453780.25;33.280.127.083.333
28102017;23:25:00;45.616.020.833.333;33.346.120.833.333
28102017;23:30:00;460.868.875;33.787.291.666.667
28102017;23:35:00;45.587.279.166.667;33.304.920.833.333
28102017;23:40:00;51.254.658.333.333;366.101.625
28102017;23:45:00;50.470.420.833.333;35.256.679.166.667
28102017;23:50:00;489085.5;342.255.125
28102017;23:55:00;58.565.679.166.667;40.478.041.666.667
29102017;00:00:00;58.555.633.333.333;40.274.791.666.667
29102017;00:05:00;58.741.541.666.667;407.583.625
29102017;00:10:00;587679.5;40.630.570.833.333
29102017;00:15:00;52.032.858.333.333;36.073.341.666.667
29102017;00:20:00;50.478.233.333.333;350817.25
29102017;00:25:00;494.621.125;34.536.058.333.333
29102017;00:30:00;50.442.841.666.667;354.499.875
29102017;00:35:00;50.452.595.833.333;3.489.864.375
29102017;00:40:00;503.317.125;35.448.291.666.667
29102017;00:45:00;50.147.520.833.333;34.864.564.583.333
29102017;00:50:00;50.417.841.666.667;35.150.558.333.333
29102017;00:55:00;503464;34.945.760.416.667
29102017;01:00:00;55.135.579.166.667;380284.5
29102017;01:05:00;56.221.395.833.333;386.843.625
29102017;01:10:00;614.447.875;44.180.645.833.333
29102017;01:15:00;61.145.404.166.667;43.534.941.666.667
29102017;01:20:00;58.818.595.833.333;412.990.875
29102017;01:25:00;588.064.375;412621.75
29102017;01:30:00;60.038.045.833.333;42.539.141.666.667
29102017;01:35:00;51.672.766.666.667;367.311.375
29102017;01:40:00;48.174.066.666.667;34.528.695.833.333
29102017;01:45:00;48.256.979.166.667;34.469.741.666.667
29102017;01:50:00;481.223.375;343.262.625
29102017;01:55:00;47.843.016.666.667;341.180.375
29102017;02:00:00;48.064.795.833.333;34.317.560.416.667
29102017;02:05:00;48.063.466.666.667;34.240.195.833.333
29102017;02:10:00;47.152.254.166.667;3.392.433.125
29102017;02:15:00;47.973.541.666.667;3.423.640.625
29102017;02:20:00;479848.25;34.291.816.666.667
29102017;02:25:00;52.372.008.333.333;36.708.291.666.667
29102017;02:30:00;53.153.295.833.333;37.536.020.833.333
29102017;02:35:00;56.031.408.333.333;42.356.604.166.667
29102017;02:40:00;56.274.954.166.667;42.682.066.666.667
29102017;02:45:00;54.126.554.166.667;40.988.129.166.667
29102017;02:50:00;527.396.875;399551.25
29102017;02:55:00;527340;400115.5
29102017;03:00:00;523.733.875;39.711.008.333.333
29102017;03:05:00;528117.75;400.805.625
29102017;03:10:00;52.679.933.333.333;40.146.941.666.667
29102017;03:15:00;52.604.541.666.667;39.858.716.666.667
29102017;03:20:00;532.687.875;40.350.841.666.667
29102017;03:25:00;57.336.804.166.667;44.481.604.166.667
29102017;03:30:00;567.886.125;44.082.408.333.333
29102017;03:35:00;56.129.183.333.333;43.301.458.333.333
29102017;03:40:00;57.167.083.333.333;44.658.116.666.667
29102017;03:45:00;58.898.666.666.667;46.212.383.333.333
29102017;03:50:00;63.571.770.833.333;51.087.308.333.333
29102017;03:55:00;618761.75;496313
29102017;04:00:00;63.311.091.666.667;50.961.145.833.333
29102017;04:05:00;615.623.375;48.926.179.166.667
29102017;04:10:00;60.374.558.333.333;47.997.683.333.333
29102017;04:15:00;597990.5;47.130.316.666.667
29102017;04:20:00;59.684.795.833.333;47.057.366.666.667
29102017;04:25:00;59.135.204.166.667;46.299.579.166.667
29102017;04:30:00;58.245.041.666.667;453570.75
29102017;04:35:00;63.019.808.333.333;48.352.004.166.667
29102017;04:40:00;66.085.845.833.333;50.524.158.333.333
29102017;04:45:00;66.184.179.166.667;50.459.708.333.333
29102017;04:50:00;66.236.454.166.667;505.612.625
29102017;04:55:00;68.671.783.333.333;531.781.375
29102017;05:00:00;70.309.441.666.667;547162.75
29102017;05:05:00;704265.25;547.549.625
29102017;05:10:00;69.267.229.166.667;53.716.620.833.333
29102017;05:15:00;68.749.658.333.333;530013.75
29102017;05:20:00;685556.5;527420.5
29102017;05:25:00;68.760.833.333.333;52.903.595.833.333
29102017;05:30:00;68.852.708.333.333;52.928.345.833.333
29102017;05:35:00;686243.25;52.759.045.833.333
29102017;05:40:00;67.367.058.333.333;518146.75
29102017;05:45:00;68.286.666.666.667;525.779.125
29102017;05:50:00;691.647.625;531850.5
29102017;05:55:00;67.969.429.166.667;517.836.375
29102017;06:00:00;675.530.375;51.377.516.666.667
29102017;06:05:00;67.769.445.833.333;51.630.754.166.667
29102017;06:10:00;682012.5;522.260.625
29102017;06:15:00;67.099.491.666.667;50.927.808.333.333
29102017;06:20:00;670.826.125;51.041.804.166.667
29102017;06:25:00;67.478.866.666.667;513.348.875
29102017;06:30:00;657.154.875;49.733.329.166.667
29102017;06:35:00;65.873.216.666.667;49.741.579.166.667
29102017;06:40:00;642.859.875;48.442.641.666.667
29102017;06:45:00;64.021.304.166.667;47.880.841.666.667
29102017;06:50:00;57.465.491.666.667;440144.25
29102017;06:55:00;545049.25;41.837.370.833.333
29102017;07:00:00;549.183.875;423.273.125
29102017;07:05:00;568611.25;439890.25
29102017;07:10:00;65.018.683.333.333;492.141.125
29102017;07:15:00;656.137.125;493648
29102017;07:20:00;68.673.658.333.333;50.749.504.166.667
29102017;07:25:00;62.075.779.166.667;454528.25
29102017;07:30:00;56.100.429.166.667;41.492.533.333.333
29102017;07:35:00;56.917.329.166.667;422.965.125
29102017;07:40:00;600.388.375;44.254.616.666.667
29102017;07:45:00;69.302.033.333.333;504448.5
29102017;07:50:00;796959;59.292.870.833.333
29102017;07:55:00;79.541.633.333.333;59.195.283.333.333
29102017;08:00:00;77.914.291.666.667;58.036.708.333.333
29102017;08:05:00;836375;64.146.908.333.333
29102017;08:10:00;78.629.108.333.333;592570.75
29102017;08:15:00;774986;57.711.791.666.667
29102017;08:20:00;77.313.033.333.333;57.399.858.333.333
29102017;08:25:00;772932.5;574030
29102017;08:30:00;773184.25;57.349.195.833.333
29102017;08:35:00;74.752.416.666.667;557136
29102017;08:40:00;66.120.679.166.667;503.887.625
29102017;08:45:00;650972.75;49.405.108.333.333
29102017;08:50:00;64.985.591.666.667;49.346.316.666.667
29102017;08:55:00;64.729.729.166.667;491.447.125
29102017;09:00:00;64.953.420.833.333;49.190.795.833.333
29102017;09:05:00;64.875.279.166.667;49.160.091.666.667
29102017;09:10:00;66.075.841.666.667;50.128.933.333.333
29102017;09:15:00;692.754.875;51.926.591.666.667
29102017;09:20:00;704206.5;527.279.875
29102017;09:25:00;719981;537.763.875
29102017;09:30:00;75.541.458.333.333;559.439.625
29102017;09:35:00;70.042.558.333.333;52.233.041.666.667
29102017;09:40:00;68.478.779.166.667;514.840.625
29102017;09:45:00;562.439.625;43.168.541.666.667
29102017;09:50:00;51.206.104.166.667;39.828.370.833.333
29102017;09:55:00;49.008.629.166.667;382246
29102017;10:00:00;49.076.645.833.333;385.718.375
29102017;10:05:00;493534.25;38.817.358.333.333
29102017;10:10:00;49.819.229.166.667;394758.5
29102017;10:15:00;554375;42.429.695.833.333
29102017;10:20:00;547732.75;414066.5
29102017;10:25:00;54.659.829.166.667;41.259.554.166.667
29102017;10:30:00;54.658.416.666.667;410946.5
29102017;10:35:00;54.459.458.333.333;410850.5
29102017;10:40:00;550388.5;420.408.875
29102017;10:45:00;62.708.708.333.333;47.048.570.833.333
29102017;10:50:00;627230.5;46.619.454.166.667
29102017;10:55:00;64.101.695.833.333;478770.75
29102017;11:00:00;65.804.354.166.667;50.254.770.833.333
29102017;11:05:00;66.753.983.333.333;50.380.083.333.333
29102017;11:10:00;69.635.079.166.667;53.832.358.333.333
29102017;11:15:00;622.399.375;491.622.875
29102017;11:20:00;622.023.375;490.918.125
29102017;11:25:00;61.436.454.166.667;48.009.433.333.333
29102017;11:30:00;609.383.375;47.423.591.666.667
29102017;11:35:00;60.940.208.333.333;47.250.866.666.667
29102017;11:40:00;605.359.375;47.013.983.333.333
29102017;11:45:00;597.440.125;460945.5
29102017;11:50:00;599.998.125;46.479.729.166.667
29102017;11:55:00;60.777.254.166.667;47.087.429.166.667
29102017;12:00:00;612777.25;47.334.366.666.667
29102017;12:05:00;61.473.420.833.333;47.906.270.833.333
29102017;12:10:00;656.187.625;52.350.679.166.667
29102017;12:15:00;65.552.941.666.667;517449.5
29102017;12:20:00;654964;516.091.375
29102017;12:25:00;65.896.370.833.333;52.095.770.833.333
29102017;12:30:00;65.792.420.833.333;51.918.454.166.667
29102017;12:35:00;65.080.970.833.333;51.344.495.833.333
29102017;12:40:00;634.039.625;50.234.495.833.333
29102017;12:45:00;591.067.625;462116
29102017;12:50:00;604.008.625;471085.25
29102017;12:55:00;603709.75;471561.25
29102017;13:00:00;59.871.995.833.333;46.664.966.666.667
29102017;13:05:00;60.047.645.833.333;46.898.270.833.333
29102017;13:10:00;59.277.141.666.667;46.591.804.166.667
29102017;13:15:00;587.906.625;45.595.733.333.333
29102017;13:20:00;52.382.079.166.667;41.244.520.833.333
29102017;13:25:00;49.501.533.333.333;395450.75
29102017;13:30:00;49.535.458.333.333;39.714.133.333.333
29102017;13:35:00;491.299.625;39.214.466.666.667
29102017;13:40:00;561349.25;439.205.625
29102017;13:45:00;589.134.625;45.504.895.833.333
29102017;13:50:00;586.653.125;45.327.295.833.333
29102017;13:55:00;58.776.183.333.333;45.496.845.833.333
29102017;14:00:00;59.067.079.166.667;456.885.125
29102017;14:05:00;59.072.383.333.333;45.627.108.333.333
29102017;14:10:00;58.896.108.333.333;456.168.625
29102017;14:15:00;58.912.008.333.333;45.487.958.333.333
29102017;14:20:00;59.416.854.166.667;463227.75
29102017;14:25:00;59.681.008.333.333;46.370.495.833.333
29102017;14:30:00;58.731.558.333.333;45.615.145.833.333
29102017;14:35:00;59.441.816.666.667;459.356.125
29102017;14:40:00;59.463.441.666.667;46.169.254.166.667
29102017;14:45:00;618534.25;470933.75
29102017;14:50:00;64.231.983.333.333;48.797.966.666.667
29102017;14:55:00;64.543.545.833.333;49.141.304.166.667
29102017;15:00:00;64.397.204.166.667;490.000.625
29102017;15:05:00;61.552.483.333.333;47.187.591.666.667
29102017;15:10:00;57.592.066.666.667;45.121.045.833.333
29102017;15:15:00;57.939.241.666.667;44.875.191.666.667
29102017;15:20:00;569638.5;439.929.625
29102017;15:25:00;567780.25;43.861.141.666.667
29102017;15:30:00;561501.75;43.504.254.166.667
29102017;15:35:00;564.315.375;43.582.995.833.333
29102017;15:40:00;56.292.708.333.333;43.465.470.833.333
29102017;15:45:00;57.232.320.833.333;44.547.295.833.333
29102017;15:50:00;57.847.079.166.667;451334.75
29102017;15:55:00;577358;44.829.895.833.333
29102017;16:00:00;57.147.779.166.667;45.382.804.166.667
29102017;16:05:00;573.994.875;46.157.641.666.667
29102017;16:10:00;57.091.458.333.333;45.653.158.333.333
29102017;16:15:00;56.647.529.166.667;44.985.570.833.333
29102017;16:20:00;56.240.533.333.333;45.051.454.166.667
29102017;16:25:00;567.188.375;44.305.229.166.667
29102017;16:30:00;57.198.716.666.667;451147.5
29102017;16:35:00;60.265.470.833.333;48.193.204.166.667
29102017;16:40:00;59.721.258.333.333;48.629.079.166.667
29102017;16:45:00;58.182.233.333.333;47.014.033.333.333
29102017;16:50:00;57.848.204.166.667;45.921.408.333.333
29102017;16:55:00;57.503.495.833.333;45.385.483.333.333
29102017;17:00:00;601.877.875;477337
29102017;17:05:00;61.895.483.333.333;50.277.245.833.333
29102017;17:10:00;620.268.875;503299.75
29102017;17:15:00;61.806.358.333.333;49.714.020.833.333
29102017;17:20:00;621286.75;499654
29102017;17:25:00;620340.5;496481.75
29102017;17:30:00;630185.75;50.699.045.833.333
29102017;17:35:00;632102.5;51.032.470.833.333
29102017;17:40:00;577.815.125;454.912.125
29102017;17:45:00;578.365.875;45.607.291.666.667
29102017;17:50:00;58.103.104.166.667;457.532.375
29102017;17:55:00;581918.25;45.755.195.833.333
29102017;18:00:00;583.835.625;46.009.658.333.333
29102017;18:05:00;58.128.941.666.667;46.695.820.833.333
29102017;18:10:00;607343.5;48.799.441.666.667
29102017;18:15:00;607.739.625;488.092.125
29102017;18:20:00;60.970.220.833.333;49.068.716.666.667
29102017;18:25:00;60.304.845.833.333;481467.25
29102017;18:30:00;592786.25;473022
29102017;18:35:00;668.903.375;50.981.933.333.333
29102017;18:40:00;731320.5;54.597.916.666.667
29102017;18:45:00;81.819.991.666.667;62.096.220.833.333
29102017;18:50:00;798978.5;59.697.879.166.667
29102017;18:55:00;79.252.441.666.667;59.135.791.666.667
29102017;19:00:00;78.107.183.333.333;585545.5
29102017;19:05:00;68.876.495.833.333;523.741.625
29102017;19:10:00;68.826.204.166.667;536.785.625
29102017;19:15:00;714111.5;56.110.416.666.667
29102017;19:20:00;72.133.066.666.667;569.386.125
29102017;19:25:00;704112;552145.25
29102017;19:30:00;69.780.983.333.333;536.980.625
29102017;19:35:00;748826;567618.5
29102017;19:40:00;75.387.291.666.667;572.875.625
29102017;19:45:00;752374.25;572.132.625
29102017;19:50:00;74.005.558.333.333;56.200.141.666.667
29102017;19:55:00;75.486.041.666.667;57.280.508.333.333
29102017;20:00:00;749606.25;56.777.766.666.667
29102017;20:05:00;759260;578.803.625
29102017;20:10:00;77.274.741.666.667;59.648.870.833.333
29102017;20:15:00;758381.75;57.760.391.666.667
29102017;20:20:00;763084.5;58.448.866.666.667
29102017;20:25:00;77.623.016.666.667;59.515.191.666.667
29102017;20:30:00;76.809.391.666.667;586.921.125
29102017;20:35:00;775362;593066.5
29102017;20:40:00;75.499.408.333.333;57.453.883.333.333
29102017;20:45:00;731230.25;55.647.258.333.333
29102017;20:50:00;68.514.783.333.333;52.573.108.333.333
29102017;20:55:00;68.569.254.166.667;52.752.816.666.667
29102017;21:00:00;685.660.125;526.288.625
29102017;21:05:00;68.874.520.833.333;53.028.179.166.667
29102017;21:10:00;686.249.125;53.189.483.333.333
29102017;21:15:00;63.613.179.166.667;49.042.929.166.667
29102017;21:20:00;64.285.591.666.667;496.875.625
29102017;21:25:00;639027;49.232.454.166.667
29102017;21:30:00;63.620.570.833.333;49.041.991.666.667
29102017;21:35:00;621.495.625;482.097.125
29102017;21:40:00;626196.75;485113.75
29102017;21:45:00;62.221.604.166.667;47.891.145.833.333
29102017;21:50:00;630.072.375;48.466.341.666.667
29102017;21:55:00;622.622.375;47.973.533.333.333
29102017;22:00:00;59.940.458.333.333;495554.25
29102017;22:05:00;666.104.125;525191.5
29102017;22:10:00;64.782.308.333.333;51.002.854.166.667
29102017;22:15:00;63.341.745.833.333;49.064.233.333.333
29102017;22:20:00;61.877.916.666.667;477174.25
29102017;22:25:00;61.507.341.666.667;475236.5
29102017;22:30:00;61.849.608.333.333;47.703.616.666.667
29102017;22:35:00;616.756.625;47.528.333.333.333
29102017;22:40:00;60.766.408.333.333;468.662.875
29102017;22:45:00;61.122.758.333.333;468.514.375
29102017;22:50:00;64.464.145.833.333;503.609.875
29102017;22:55:00;65.146.029.166.667;510.206.375
29102017;23:00:00;654848.5;51.501.820.833.333
29102017;23:05:00;66.372.308.333.333;527025.5
29102017;23:10:00;665855.25;533879
29102017;23:15:00;661.850.375;52.201.695.833.333
29102017;23:20:00;64.314.816.666.667;50.351.316.666.667
29102017;23:25:00;61.869.545.833.333;478691.75
29102017;23:30:00;60.824.041.666.667;47.138.345.833.333
29102017;23:35:00;613107.5;47.237.745.833.333
29102017;23:40:00;61.115.266.666.667;47.359.358.333.333
29102017;23:45:00;60.235.858.333.333;46.293.404.166.667
29102017;23:50:00;593.805.875;45.487.570.833.333
29102017;23:55:00;58.930.054.166.667;453.482.875
30102017;00:00:00;57.351.854.166.667;447.905.625
30102017;00:05:00;55.380.004.166.667;475641.75
30102017;00:10:00;604798.75;469484.5
30102017;00:15:00;602931.75;46.382.658.333.333
30102017;00:20:00;60.300.333.333.333;46.470.816.666.667
30102017;00:25:00;60.244.933.333.333;46.336.808.333.333
30102017;00:30:00;570.077.125;470.641.875
30102017;00:35:00;57.556.466.666.667;47.840.095.833.333
30102017;00:40:00;596.150.625;46.131.654.166.667
30102017;00:45:00;61.824.291.666.667;501349.75
30102017;00:50:00;620.020.125;506.467.875
30102017;00:55:00;652.048.375;49.149.841.666.667
30102017;01:00:00;66.792.020.833.333;506058.5
30102017;01:05:00;663.611.125;504.804.125
30102017;01:10:00;67.562.208.333.333;51.516.083.333.333
30102017;01:15:00;63.467.258.333.333;51.664.645.833.333
30102017;01:20:00;680338;51.954.391.666.667
30102017;01:25:00;726637.5;564798
30102017;01:30:00;75.256.758.333.333;591.278.875
30102017;01:35:00;73.131.391.666.667;568.089.375
30102017;01:40:00;70.877.208.333.333;54.647.654.166.667
30102017;01:45:00;704490.75;540757.75
30102017;01:50:00;70.169.791.666.667;53.737.308.333.333
30102017;01:55:00;69.803.708.333.333;534790.5
30102017;02:00:00;69.626.883.333.333;53.864.979.166.667
30102017;02:05:00;69.799.108.333.333;53.520.341.666.667
30102017;02:10:00;697.682.125;538.841.625
30102017;02:15:00;679776;513110.75
30102017;02:20:00;67.423.408.333.333;50.605.445.833.333
30102017;02:25:00;674705.25;509.370.625
30102017;02:30:00;67.594.629.166.667;51.012.183.333.333
30102017;02:35:00;67.482.420.833.333;51.152.795.833.333
30102017;02:40:00;67.474.083.333.333;513.445.875
30102017;02:45:00;673.044.625;50.716.316.666.667
30102017;02:50:00;676835.5;51.179.870.833.333
30102017;02:55:00;698923.75;53.524.916.666.667
30102017;03:00:00;70.614.691.666.667;53.930.266.666.667
30102017;03:05:00;708987.5;53.996.620.833.333
30102017;03:10:00;70.724.783.333.333;54.187.454.166.667
30102017;03:15:00;662.189.875;53.925.191.666.667
30102017;03:20:00;648802.75;52.541.204.166.667
30102017;03:25:00;64.180.054.166.667;521.368.625
30102017;03:30:00;69.545.883.333.333;53.041.358.333.333
30102017;03:35:00;69.767.233.333.333;532700.75
30102017;03:40:00;687.006.375;52.202.979.166.667
30102017;03:45:00;68.705.395.833.333;52.390.366.666.667
30102017;03:50:00;64.577.133.333.333;52.408.908.333.333
30102017;03:55:00;68.545.566.666.667;51.835.166.666.667
30102017;04:00:00;68.557.129.166.667;518239
30102017;04:05:00;68.843.291.666.667;52.225.970.833.333
30102017;04:10:00;68.613.320.833.333;522351.75
30102017;04:15:00;68.124.170.833.333;51.285.145.833.333
30102017;04:20:00;682.479.125;51.366.520.833.333
30102017;04:25:00;68.679.291.666.667;52.082.433.333.333
30102017;04:30:00;682082.75;51.556.220.833.333
30102017;04:35:00;68.115.170.833.333;51.416.641.666.667
30102017;04:40:00;67.323.583.333.333;51.350.679.166.667
30102017;04:45:00;681257.5;51.394.870.833.333
30102017;04:50:00;682.861.125;51.633.720.833.333
30102017;04:55:00;68.508.879.166.667;519423
30102017;05:00:00;661.074.625;502827
30102017;05:05:00;618286.5;47.350.841.666.667
30102017;05:10:00;620296.75;47.991.166.666.667
30102017;05:15:00;61.984.270.833.333;479435.5
30102017;05:20:00;620.201.875;47.502.533.333.333
30102017;05:25:00;62.327.741.666.667;47.584.504.166.667
30102017;05:30:00;62.494.304.166.667;47.986.395.833.333
30102017;05:35:00;624775;48.129.008.333.333
30102017;05:40:00;63.270.220.833.333;49.104.116.666.667
30102017;05:45:00;63.353.583.333.333;49.322.558.333.333
30102017;05:50:00;630.425.875;48.784.458.333.333
30102017;05:55:00;62.765.354.166.667;48.517.504.166.667
30102017;06:00:00;628216.25;48.658.466.666.667
30102017;06:05:00;625.050.875;47.932.670.833.333
30102017;06:10:00;62.899.116.666.667;48.849.129.166.667
30102017;06:15:00;62.551.204.166.667;48.312.920.833.333
30102017;06:20:00;626723.75;48.162.879.166.667
30102017;06:25:00;633.635.625;483.861.625
30102017;06:30:00;68.757.804.166.667;51.780.704.166.667
30102017;06:35:00;69.007.529.166.667;52.154.429.166.667
30102017;06:40:00;693927;525775.75
30102017;06:45:00;69.097.929.166.667;52.437.454.166.667
30102017;06:50:00;69.263.008.333.333;52.443.191.666.667
30102017;06:55:00;64.829.933.333.333;51.895.770.833.333
30102017;07:00:00;68.975.333.333.333;52.592.695.833.333
30102017;07:05:00;69.218.079.166.667;52.543.054.166.667
30102017;07:10:00;62.963.483.333.333;48.768.158.333.333
30102017;07:15:00;62.422.291.666.667;480932.5
30102017;07:20:00;626890.25;484239.25
30102017;07:25:00;629562.5;48.680.308.333.333
30102017;07:30:00;626.350.625;48.565.204.166.667
30102017;07:35:00;662.272.125;52.242.904.166.667
30102017;07:40:00;65.667.008.333.333;519526.25
30102017;07:45:00;62.821.491.666.667;48.617.370.833.333
30102017;07:50:00;633106.75;48.931.116.666.667
30102017;07:55:00;622.877.375;48.027.220.833.333
30102017;08:00:00;63.278.679.166.667;494.581.625
30102017;08:05:00;650003.25;508.371.875
30102017;08:10:00;60.351.441.666.667;46.103.854.166.667
30102017;08:15:00;618.443.125;470950
30102017;08:20:00;61.192.958.333.333;46.573.954.166.667
30102017;08:25:00;640.815.125;50.674.566.666.667
30102017;08:30:00;84.397.016.666.667;723638.25
30102017;08:35:00;777990.25;65.131.904.166.667
30102017;08:40:00;708959.75;57.630.895.833.333
30102017;08:45:00;73.005.066.666.667;591269
30102017;08:50:00;777363.25;631.423.375
30102017;08:55:00;81.398.283.333.333;65.368.920.833.333
30102017;09:00:00;75.165.583.333.333;59.064.783.333.333
30102017;09:05:00;71.925.708.333.333;560682
30102017;09:10:00;70.153.508.333.333;545.834.875
30102017;09:15:00;69.430.295.833.333;53.622.929.166.667
30102017;09:20:00;71.956.333.333.333;54.328.216.666.667
30102017;09:25:00;60.584.766.666.667;46.872.783.333.333
30102017;09:30:00;74.636.808.333.333;57.112.483.333.333
30102017;09:35:00;83.065.091.666.667;65.477.516.666.667
30102017;09:40:00;79.807.416.666.667;61.210.591.666.667
30102017;09:45:00;764547.75;58.857.091.666.667
